FLAIR_sub-101,val
FLAIR_sub-102,val
FLAIR_sub-103,val
FLAIR_sub-106,val
FLAIR_sub-107,val
FLAIR_sub-108,val
FLAIR_sub-110,val
FLAIR_sub-111,val
FLAIR_sub-207,train
FLAIR_sub-208,train
FLAIR_sub-212,train
FLAIR_sub-213,train
FLAIR_sub-215,train
FLAIR_sub-216,train
FLAIR_sub-217,train
FLAIR_sub-218,train
FLAIR_sub-221,train
FLAIR_sub-222,train
FLAIR_sub-223,train
FLAIR_sub-228,train
FLAIR_sub-229,train
FLAIR_sub-232,train
FLAIR_sub-234,train
FLAIR_sub-301,train
FLAIR_sub-302,train
FLAIR_sub-303,train
FLAIR_sub-304,train
FLAIR_sub-305,train
FLAIR_sub-306,train
FLAIR_sub-307,train
FLAIR_sub-308,train
FLAIR_sub-309,train
FLAIR_sub-310,train
FLAIR_sub-311,train
FLAIR_sub-312,train
FLAIR_sub-313,train
FLAIR_sub-314,train
FLAIR_sub-315,train
FLAIR_sub-316,train
FLAIR_sub-317,train
FLAIR_sub-318,train
FLAIR_sub-319,train
FLAIR_sub-320,train
FLAIR_sub-321,train
FLAIR_sub-322,train
FLAIR_sub-323,train
FLAIR_sub-324,train
FLAIR_sub-325,train
FLAIR_sub-326,train
FLAIR_sub-327,train
